year;Permanent_Tournament_Number;Round_Number;fullart_bing_positive;fullart_bing_negative;fullart_bing_sentiment;fullart_afinn_positive;fullart_afinn_negative;fullart_afinn_sentiment;fullart_nrc_positive;fullart_nrc_negative;fullart_nrc_sentiment;resp_bing_positive;resp_bing_negative;resp_bing_sentiment;resp_afinn_positive;resp_afinn_negative;resp_afinn_sentiment;resp_nrc_positive;resp_nrc_negative;resp_nrc_sentiment;quest_bing_positive;quest_bing_negative;quest_bing_sentiment;quest_afinn_positive;quest_afinn_negative;quest_afinn_sentiment;quest_nrc_positive;quest_nrc_negative;quest_nrc_sentiment;sentimentr_fullart;sentimentr_resp;sentimentr_quest;Link;Tour;Tournament_Order;Course_Number;Player_Number;Player_Name;Event_Name;Course_Name;Interview_Text;Response_Negative;Response_Positive;Response_Sentiment;Round_Score;End_of_Round_Pos_numeric_;Total_Holes_Over_Par;Birdies;Birdies_Rank;Bogey_Avoidance_Rank;Driving_Distance_Rank;Driving_Accuracy_Rank;GIR_Rank;Scrambling_Rank;Distance_to_leader_strokes;Distance_to_leader_ranks;Ranks_gained;Strokes_gained_v_a_v_Leader;Distance_to_runner_up_strokes_;Strokes_gained_v_a_v_Runner_up;Minor_Injury;Major_injury_surgery;Personal_issues;Major;Prize_Money;SoF;OWGR;Number_Of_Answers
2015;14;2;26;13;13;36;21;15;20;11;9;10;2;8;11;5;6;10;3;7;16;11;5;25;16;9;10;8;2;0.120319386;0.391819396;-0.27150001;http://www.asapsports.com/show_interview.php?id=108301;R;240;14;8793;Woods, Tiger;Masters Tournament;Augusta National GC;NA;2;10;8;69;19;1;4;22;4;49;31;5;13;12;18;-22;3;NA;NA;0;0;0;1;9678998;730;111;7
2015;14;3;28;20;8;42;32;10;25;17;8;20;12;8;27;21;6;13;8;5;8;8;0;15;11;4;12;9;3;0.042794687;0.397750146;-0.354955459;http://www.asapsports.com/show_interview.php?id=108334;R;240;14;8793;Woods, Tiger;Masters Tournament;Augusta National GC;NA;12;20;8;68;5;2;6;5;5;13;36;4;26;10;4;-14;-2;NA;NA;0;0;0;1;9678998;730;111;7
2015;14;4;11;4;7;20;6;14;12;3;9;8;4;4;15;6;9;9;2;7;3;0;3;5;0;5;3;1;2;0.125590576;0.188461538;-0.062870963;http://www.asapsports.com/show_interview.php?id=108366;R;240;14;8793;Woods, Tiger;Masters Tournament;Augusta National GC;NA;4;8;4;73;17;5;2;44;44;18;55;52;38;13;16;12;3;NA;NA;0;0;0;1;9678998;730;111;7
2015;23;0;105;22;83;203;21;182;77;30;47;39;6;33;75;8;67;25;11;14;66;16;50;128;13;115;52;19;33;0.242272738;1.243563947;-1.00129121;http://www.asapsports.com/show_interview.php?id=109726;R;220;23;8793;Woods, Tiger;Memorial Tournament;Muirfield Village GC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17
2015;23;1;40;25;15;79;35;44;34;23;11;22;11;11;38;15;23;16;9;7;18;14;4;41;20;21;18;14;4;0.063909809;0.388989578;-0.325079769;http://www.asapsports.com/show_interview.php?id=109753;R;320;23;8793;Woods, Tiger;the Memorial Tournament presented by Nationwide;Muirfield Village GC;NA;11;22;11;73;85;5;5;24;96;20;119;108;83;9;84;NA;NA;NA;NA;0;0;0;0;6212276;428;172;15
2015;23;2;44;16;28;110;24;86;42;28;14;26;9;17;55;13;42;19;14;5;18;7;11;55;11;44;23;14;9;0.101786779;0.661259253;-0.559472474;http://www.asapsports.com/show_interview.php?id=109795;R;320;23;8793;Woods, Tiger;the Memorial Tournament presented by Nationwide;Muirfield Village GC;NA;9;26;17;70;64;3;5;30;53;83;117;108;35;11;63;-21;2;NA;NA;0;0;0;0;6212276;428;172;14
2015;23;4;46;19;27;92;20;72;34;34;0;29;13;16;66;15;51;23;24;-1;17;6;11;26;5;21;11;10;1;0.016492981;0.119819097;-0.103326116;http://www.asapsports.com/show_interview.php?id=109843;R;320;23;8793;Woods, Tiger;the Memorial Tournament presented by Nationwide;Muirfield Village GC;NA;13;29;16;74;71;5;5;12;44;1;30;61;37;29;70;0;2;NA;NA;0;0;0;0;6212276;428;172;19
2015;26;0;171;46;125;336;82;254;143;72;71;20;0;20;32;3;29;16;3;13;151;46;105;304;79;225;127;69;58;0.121761487;0.231794035;-0.110032548;http://www.asapsports.com/show_interview.php?id=110324;R;240;100;8793;Woods, Tiger;U.S. Open Championship;Chambers Bay GC 2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27
2015;26;1;24;8;16;18;12;6;19;12;7;5;1;4;5;2;3;4;2;2;19;7;12;13;10;3;15;10;5;0.080889095;0.036977915;0.04391118;http://www.asapsports.com/show_interview.php?id=110392;R;340;818;8793;Woods, Tiger;U.S. Open;Chambers Bay GC;NA;1;5;4;80;152;9;1;110;152;72;152;146;120;15;151;NA;NA;NA;NA;0;0;0;1;9716000;772;195;8
2015;26;2;15;3;12;22;6;16;10;12;-2;4;0;4;3;4;-1;4;4;0;11;3;8;19;2;17;6;8;-2;0.122483958;0.171519236;-0.049035278;http://www.asapsports.com/show_interview.php?id=110415;R;340;100;8793;Woods, Tiger;U.S. Open;Chambers Bay GC 2;NA;0;4;4;76;150;8;2;85;140;125;81;52;127;21;149;-2;6;NA;NA;0;0;0;1;9716000;772;195;7
2015;33;0;233;47;186;479;80;399;166;65;101;24;2;22;45;6;39;18;4;14;209;45;164;434;74;360;148;61;87;0.203660497;0.166248168;0.037412329;http://www.asapsports.com/show_interview.php?id=111894;R;350;706;8793;Woods, Tiger;PGA Championship;Whistling Straits;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24
2015;33;1;29;13;16;34;23;11;13;17;-4;12;0;12;14;0;14;4;2;2;17;13;4;20;23;-3;9;15;-6;0.005068109;0.216544188;-0.211476079;http://www.asapsports.com/show_interview.php?id=111976;R;440;706;8793;Woods, Tiger;PGA Championship;Whistling Straits;NA;0;12;12;75;86;5;2;91;89;113;121;26;130;9;85;NA;NA;NA;NA;0;0;0;1;9748799.96;828;278;11
2015;33;2;30;17;13;52;33;19;32;15;17;9;4;5;12;11;1;5;2;3;21;13;8;40;22;18;27;13;14;-0.001964097;0.061527608;-0.063491704;http://www.asapsports.com/show_interview.php?id=112054;R;440;706;8793;Woods, Tiger;PGA Championship;Whistling Straits;NA;4;9;5;73;90;3;3;72;42;55;87;58;66;15;89;4;6;NA;NA;0;0;0;1;9748799.96;828;278;11
2015;100;0;131;61;70;283;79;204;110;73;37;16;5;11;16;6;10;8;4;4;115;56;59;267;73;194;102;69;33;0.122893526;0.225192768;-0.102299243;http://www.asapsports.com/show_interview.php?id=111219;R;310;668;8793;Woods, Tiger;British Open Championship;St. Andrews GC (Old Course);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24
2015;100;1;29;12;17;51;15;36;11;14;-3;7;2;5;10;4;6;1;4;-3;22;10;12;41;11;30;10;10;0;0.034644823;-0.117149174;0.151793997;http://www.asapsports.com/show_interview.php?id=111269;R;390;668;8793;Woods, Tiger;The Open Championship;St. Andrews GC (Old Course);NA;2;7;5;76;139;5;1;137;122;45;13;147;57;11;138;NA;NA;NA;NA;0;0;0;1;9345891.97;770;241;6
2015;100;2;65;26;39;134;28;106;49;27;22;10;4;6;19;6;13;2;3;-1;55;22;33;115;22;93;47;24;23;0.158726614;0.187298532;-0.028571918;http://www.asapsports.com/show_interview.php?id=111368;R;390;668;8793;Woods, Tiger;The Open Championship;St. Andrews GC (Old Course);NA;4;10;6;75;147;5;2;100;124;22;155;81;110;17;146;8;6;NA;NA;0;0;0;1;9345891.97;770;241;15
2015;471;0;139;37;102;314;51;263;112;38;74;14;3;11;26;2;24;4;1;3;125;34;91;288;49;239;108;37;71;0.112582721;0.167136441;-0.05455372;http://www.asapsports.com/show_interview.php?id=111606;R;280;616;8793;Woods, Tiger;AT&T National;Robert Trent Jones GC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21
2015;471;1;52;11;41;89;11;78;28;17;11;8;0;8;13;0;13;3;0;3;44;11;33;76;11;65;25;17;8;0.126689217;0.228195077;-0.10150586;http://www.asapsports.com/show_interview.php?id=111670;R;410;616;8793;Woods, Tiger;Quicken Loans National;Robert Trent Jones GC;NA;0;8;8;68;27;3;6;9;71;6;79;25;80;5;26;NA;NA;NA;NA;0;0;0;0;6764990;160;266;15
2015;471;2;65;21;44;147;38;109;56;38;18;8;2;6;20;3;17;2;5;-3;57;19;38;127;35;92;54;33;21;0.080134664;0.122069472;-0.041934808;http://www.asapsports.com/show_interview.php?id=111704;R;410;616;8793;Woods, Tiger;Quicken Loans National;Robert Trent Jones GC;NA;2;8;6;66;5;1;6;11;7;5;32;25;1;3;4;-22;-2;NA;NA;0;0;0;0;6764990;160;266;16
2015;471;3;46;15;31;77;22;55;21;29;-8;1;1;0;3;1;2;1;1;0;45;14;31;74;21;53;20;28;-8;0.108482713;0.158613254;-0.050130541;http://www.asapsports.com/show_interview.php?id=111741;R;410;616;8793;Woods, Tiger;Quicken Loans National;Robert Trent Jones GC;NA;1;1;0;74;42;4;2;66;49;5;61;68;28;9;41;37;6;NA;NA;0;0;0;0;6764990;160;266;9
2015;471;4;51;15;36;100;38;62;39;28;11;3;0;3;9;1;8;4;1;3;48;15;33;91;37;54;35;27;8;0.140140393;0.167443914;-0.027303521;http://www.asapsports.com/show_interview.php?id=111754;R;410;616;8793;Woods, Tiger;Quicken Loans National;Robert Trent Jones GC;NA;0;3;3;68;18;3;6;4;20;2;6;5;48;10;17;-24;1;NA;NA;0;0;0;0;6764990;160;266;12
2015;490;0;68;23;45;138;34;104;48;16;32;8;4;4;21;5;16;4;2;2;60;19;41;117;29;88;44;14;30;0.166112839;0.138489552;0.027623288;http://www.asapsports.com/show_interview.php?id=110803;R;360;771;8793;Woods, Tiger;The Greenbrier Classic;The Old White TPC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21
2015;490;1;83;14;69;135;20;115;48;24;24;18;2;16;27;2;25;7;2;5;65;12;53;108;18;90;41;22;19;0.298191626;0.477113934;-0.178922308;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2015;490;3;9;5;4;26;13;13;18;12;6;1;1;0;1;3;-2;2;2;0;8;4;4;25;10;15;16;10;6;0.020276466;0.074329815;-0.054053349;http://www.asapsports.com/show_interview.php?id=110897;R;360;771;8793;Woods, Tiger;The Greenbrier Classic;The Old White TPC;NA;1;1;0;71;47;4;4;13;68;78;74;27;67;7;46;21;3;NA;NA;0;0;0;0;6777586;213;220;3
2015;490;4;59;14;45;90;32;58;41;31;10;4;2;2;10;4;6;4;2;2;55;12;43;80;28;52;37;29;8;0.165094192;0.074907615;0.090186577;http://www.asapsports.com/show_interview.php?id=110923;R;360;771;8793;Woods, Tiger;The Greenbrier Classic;The Old White TPC;NA;2;4;2;67;32;0;3;42;1;13;13;15;1;6;31;-15;-1;NA;NA;0;0;0;0;6777586;213;220;12
2018;9;0;148;45;103;276;64;212;113;54;59;19;6;13;36;8;28;10;4;6;129;39;90;240;56;184;103;50;53;0.109784137;0.196394869;-0.086610732;http://www.asapsports.com/show_interview.php?id=138120;R;120;9;8793;Woods, Tiger;Bay Hill Invitational;Bay Hill Club & Lodge;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27
2018;9;1;126;52;74;231;45;186;81;51;30;25;4;21;51;5;46;14;5;9;101;48;53;180;40;140;67;46;21;0.096750681;0.149277536;-0.052526855;http://www.asapsports.com/show_interview.php?id=138288;R;220;9;8793;Woods, Tiger;Arnold Palmer Invitational presented by Mastercard;Bay Hill Club & Lodge;NA;4;25;21;68;7;1;6;7;5;23;82;51;10;4;6;NA;NA;NA;NA;0;0;0;0;8986330;422;149;37
2018;9;2;111;47;64;149;59;90;61;56;5;16;9;7;21;14;7;8;16;-8;95;38;57;128;45;83;53;40;13;0.080649801;0.107536267;-0.026886466;http://www.asapsports.com/show_interview.php?id=138378;R;220;9;8793;Woods, Tiger;Arnold Palmer Invitational presented by Mastercard;Bay Hill Club & Lodge;NA;9;16;7;72;17;2;2;88;16;38;76;81;8;7;16;10;3;NA;NA;0;0;0;0;8986330;422;149;27
2018;9;3;88;22;66;159;24;135;61;41;20;21;3;18;27;0;27;6;3;3;67;19;48;132;24;108;55;38;17;0.123598321;0.101737946;0.021860375;http://www.asapsports.com/show_interview.php?id=138477;R;220;9;8793;Woods, Tiger;Arnold Palmer Invitational presented by Mastercard;Bay Hill Club & Lodge;NA;3;21;18;69;10;3;6;4;37;2;45;28;60;5;9;-7;-2;NA;NA;0;0;0;0;8986330;422;149;21
2018;9;4;103;34;69;178;54;124;61;55;6;12;4;8;27;5;22;11;8;3;91;30;61;151;49;102;50;47;3;0.089028962;0.102625277;-0.013596315;http://www.asapsports.com/show_interview.php?id=138537;R;220;9;8793;Woods, Tiger;Arnold Palmer Invitational presented by Mastercard;Bay Hill Club & Lodge;NA;4;12;8;69;5;3;6;6;23;8;38;34;36;8;4;-5;3;NA;NA;0;0;0;0;8986330;422;149;33
2018;10;0;62;21;41;125;34;91;56;13;43;9;1;8;17;2;15;11;0;11;53;20;33;108;32;76;45;13;32;0.137945613;0.249780389;-0.111834776;http://www.asapsports.com/show_interview.php?id=137448;R;100;734;8793;Woods, Tiger;The Honda Classic;PGA National (Champion);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17
2018;10;1;99;37;62;180;58;122;77;71;6;15;4;11;38;7;31;10;6;4;84;33;51;142;51;91;67;65;2;0.107772057;0.157187499;-0.049415442;http://www.asapsports.com/show_interview.php?id=137478;R;180;734;8793;Woods, Tiger;The Honda Classic;PGA National (Champion);NA;4;15;11;70;21;2;3;30;10;33;102;61;18;4;20;NA;NA;NA;NA;0;0;0;0;6664020;350;544;31
2018;10;2;96;34;62;150;35;115;50;29;21;19;2;17;16;3;13;6;5;1;77;32;45;134;32;102;44;24;20;0.135468674;0.269477759;-0.134009085;http://www.asapsports.com/show_interview.php?id=137494;R;180;734;8793;Woods, Tiger;The Honda Classic;PGA National (Champion);NA;2;19;17;71;14;3;3;25;21;3;70;35;18;4;13;-7;0;NA;NA;0;0;0;0;6664020;350;544;18
2018;10;3;63;10;53;107;13;94;53;37;16;11;3;8;10;6;4;6;8;-2;52;7;45;97;7;90;47;29;18;0.100270036;0.102700333;-0.002430297;http://www.asapsports.com/show_interview.php?id=137519;R;180;734;8793;Woods, Tiger;The Honda Classic;PGA National (Champion);NA;3;11;8;69;11;2;3;24;10;4;27;7;26;7;10;-3;3;NA;NA;0;0;0;0;6664020;350;544;14
2018;10;4;94;13;81;157;22;135;62;27;35;12;0;12;22;0;22;10;2;8;82;13;69;135;22;113;52;25;27;0.162962136;0.238847528;-0.075885392;http://www.asapsports.com/show_interview.php?id=137537;R;180;734;8793;Woods, Tiger;The Honda Classic;PGA National (Champion);NA;0;12;12;70;12;3;4;13;20;3;28;2;43;8;11;1;1;NA;NA;0;0;0;0;6664020;350;544;22
2018;11;0;207;48;159;434;62;372;162;65;97;26;5;21;43;4;39;9;9;0;181;43;138;391;58;333;153;56;97;0.127202568;0.124084649;0.00311792;http://www.asapsports.com/show_interview.php?id=139576;R;130;11;8793;Woods, Tiger;THE PLAYERS Championship;TPC Sawgrass;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;31
2018;11;1;54;12;42;95;22;73;23;27;-4;10;0;10;14;1;13;2;3;-1;44;12;32;81;21;60;21;24;-3;0.079359082;0.073071683;0.006287399;http://www.asapsports.com/show_interview.php?id=139631;R;310;11;8793;Woods, Tiger;THE PLAYERS Championship;TPC Sawgrass;NA;0;10;10;72;69;4;2;105;79;79;135;98;83;6;68;NA;NA;NA;NA;0;0;0;0;11207900;782;92;10
2018;11;2;61;27;34;103;33;70;52;32;20;10;3;7;17;5;12;5;4;1;51;24;27;86;28;58;47;28;19;0.078019292;0.106979636;-0.028960344;http://www.asapsports.com/show_interview.php?id=139658;R;310;11;8793;Woods, Tiger;THE PLAYERS Championship;TPC Sawgrass;NA;3;10;7;71;68;1;2;116;6;49;79;57;9;14;67;-1;8;NA;NA;0;0;0;0;11207900;782;92;19
2018;11;3;63;17;46;127;26;101;32;47;-15;9;1;8;20;1;19;4;0;4;54;16;38;107;25;82;28;47;-19;0.102682608;0.050052423;0.052630186;http://www.asapsports.com/show_interview.php?id=139684;R;310;11;8793;Woods, Tiger;THE PLAYERS Championship;TPC Sawgrass;NA;1;9;8;65;9;1;8;2;3;33;7;4;17;11;8;-59;-3;NA;NA;0;0;0;0;11207900;782;92;14
2018;11;4;67;23;44;160;34;126;34;41;-7;10;4;6;22;6;16;4;7;-3;57;19;38;138;28;110;30;34;-4;0.095762492;0.12471414;-0.028951648;http://www.asapsports.com/show_interview.php?id=139705;R;310;11;8793;Woods, Tiger;THE PLAYERS Championship;TPC Sawgrass;NA;4;10;6;69;11;2;6;10;14;10;9;37;18;7;10;2;-4;NA;NA;0;0;0;0;11207900;782;92;19
2018;14;0;209;66;143;444;92;352;143;74;69;25;9;16;56;14;42;16;7;9;184;57;127;388;78;310;127;67;60;0.164275601;0.191352926;-0.027077326;http://www.asapsports.com/show_interview.php?id=139058;R;150;14;8793;Woods, Tiger;Masters Tournament;Augusta National GC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27
2018;14;1;52;24;28;87;30;57;49;34;15;12;1;11;15;3;12;7;12;-5;40;23;17;72;27;45;42;22;20;0.050919678;0.179112477;-0.128192799;http://www.asapsports.com/show_interview.php?id=139106;R;260;14;8793;Woods, Tiger;Masters Tournament;Augusta National GC;NA;1;12;11;73;29;4;3;33;29;48;58;40;29;7;28;NA;NA;NA;NA;0;0;0;1;10570122;722;103;16
2018;14;2;46;9;37;86;29;57;43;33;10;7;2;5;13;6;7;4;5;-1;39;7;32;73;23;50;39;28;11;0.084623313;-0.011564231;0.096187545;http://www.asapsports.com/show_interview.php?id=139167;R;260;14;8793;Woods, Tiger;Masters Tournament;Augusta National GC;NA;2;7;5;75;40;4;2;51;23;10;56;38;36;13;39;11;6;NA;NA;0;0;0;1;10570122;722;103;13
2018;14;3;46;18;28;93;34;59;46;24;22;13;2;11;20;4;16;15;6;9;33;16;17;73;30;43;31;18;13;0.093046715;0.237848053;-0.144801338;http://www.asapsports.com/show_interview.php?id=139200;R;260;14;8793;Woods, Tiger;Masters Tournament;Augusta National GC;NA;2;13;11;72;40;3;3;23;27;11;53;32;35;18;39;0;5;NA;NA;0;0;0;1;10570122;722;103;12
2018;14;4;33;16;17;54;24;30;30;18;12;5;3;2;3;5;-2;1;7;-6;28;13;15;51;19;32;29;11;18;0.034829659;-0.092375613;0.127205272;http://www.asapsports.com/show_interview.php?id=139210;R;260;14;8793;Woods, Tiger;Masters Tournament;Augusta National GC;NA;3;5;2;69;32;4;5;14;38;31;18;1;52;16;31;-8;-2;NA;NA;0;0;0;1;10570122;722;103;11
2018;23;0;101;31;70;222;50;172;83;41;42;13;4;9;16;5;11;6;5;1;88;27;61;206;45;161;77;36;41;0.109272481;0.146815146;-0.037542665;http://www.asapsports.com/show_interview.php?id=140394;R;220;23;8793;Woods, Tiger;Memorial Tournament;Muirfield Village GC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29
2018;23;1;29;15;14;74;18;56;27;23;4;5;1;4;12;0;12;3;0;3;24;14;10;62;18;44;24;23;1;0.059090455;0.087776868;-0.028686412;http://www.asapsports.com/show_interview.php?id=140435;R;340;23;8793;Woods, Tiger;the Memorial Tournament presented by Nationwide;Muirfield Village GC;NA;1;5;4;72;47;4;5;18;59;25;65;43;48;7;46;NA;NA;NA;NA;0;0;0;0;9084052;591;83;15
2018;23;2;52;25;27;109;36;73;31;23;8;7;3;4;17;7;10;4;3;1;45;22;23;92;29;63;27;20;7;0.126312602;0.247076557;-0.120763955;http://www.asapsports.com/show_interview.php?id=140510;R;340;23;8793;Woods, Tiger;the Memorial Tournament presented by Nationwide;Muirfield Village GC;NA;3;7;4;67;24;2;5;28;31;3;78;5;26;6;23;-23;-1;NA;NA;0;0;0;0;9084052;591;83;15
2018;23;3;50;9;41;99;21;78;31;23;8;9;1;8;17;2;15;3;1;2;41;8;33;82;19;63;28;22;6;0.090030292;0.103374102;-0.01334381;http://www.asapsports.com/show_interview.php?id=140562;R;340;23;8793;Woods, Tiger;the Memorial Tournament presented by Nationwide;Muirfield Village GC;NA;1;9;8;68;7;2;4;23;13;18;6;5;1;5;6;-17;-1;NA;NA;0;0;0;0;9084052;591;83;11
2018;23;4;77;20;57;134;30;104;33;23;10;10;1;9;18;1;17;4;2;2;67;19;48;116;29;87;29;21;8;0.148217116;0.255248495;-0.107031379;http://www.asapsports.com/show_interview.php?id=140621;R;340;23;8793;Woods, Tiger;the Memorial Tournament presented by Nationwide;Muirfield Village GC;NA;1;10;9;72;23;3;3;50;30;23;31;21;25;6;22;16;1;NA;NA;0;0;0;0;9084052;591;83;16
2018;26;0;151;36;115;361;54;307;127;44;83;19;4;15;37;7;30;11;5;6;132;32;100;324;47;277;116;39;77;0.205719364;0.285284052;-0.079564688;http://www.asapsports.com/show_interview.php?id=140993;R;240;618;8793;Woods, Tiger;U.S. Open Championship;Shinnecock Hills GC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26
2018;26;1;34;9;25;52;21;31;22;18;4;4;1;3;8;3;5;1;3;-2;30;8;22;44;18;26;21;15;6;0.002980395;0.038967661;-0.035987266;http://www.asapsports.com/show_interview.php?id=141028;R;360;618;8793;Woods, Tiger;U.S. Open;Shinnecock Hills GC;NA;1;4;3;78;101;5;1;84;24;NA;NA;NA;NA;9;100;NA;NA;NA;NA;0;0;0;1;11280000;775;80;10
2018;26;2;46;10;36;74;15;59;30;10;20;7;2;5;9;1;8;3;0;3;39;8;31;65;14;51;27;10;17;0.058297735;0.121352179;-0.063054444;http://www.asapsports.com/show_interview.php?id=141037;R;360;618;8793;Woods, Tiger;U.S. Open;Shinnecock Hills GC;NA;2;7;5;72;83;5;4;5;68;NA;NA;NA;NA;14;82;-18;5;NA;NA;0;0;0;1;11280000;775;80;14
2018;27;0;115;45;70;262;53;209;120;51;69;14;4;10;29;3;26;12;6;6;101;41;60;233;50;183;108;45;63;0.140408599;0.185639909;-0.04523131;http://www.asapsports.com/show_interview.php?id=143055;R;260;873;8793;Woods, Tiger;Buick Classic;Ridgewood CC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28
2018;27;1;30;24;6;59;29;30;31;22;9;9;4;5;14;3;11;8;2;6;21;20;1;45;26;19;23;20;3;0.082821332;0.121353811;-0.038532479;http://www.asapsports.com/show_interview.php?id=143080;R;480;873;8793;Woods, Tiger;THE NORTHERN TRUST;Ridgewood CC;NA;4;9;5;71;60;2;2;85;24;41;59;87;35;5;59;NA;NA;NA;NA;0;0;0;0;9170100;698;26;13
2018;27;2;22;7;15;30;13;17;16;9;7;3;0;3;2;0;2;3;0;3;19;7;12;28;13;15;13;9;4;0.061044066;0.049520177;0.011523889;http://www.asapsports.com/show_interview.php?id=143105;R;480;873;8793;Woods, Tiger;THE NORTHERN TRUST;Ridgewood CC;NA;0;3;3;71;67;2;2;87;19;27;49;1;69;10;66;7;5;NA;NA;0;0;0;0;9170100;698;26;7
2018;27;3;60;8;52;128;9;119;41;13;28;8;0;8;25;0;25;10;4;6;52;8;44;103;9;94;31;9;22;0.100882011;0.21748254;-0.116600529;http://www.asapsports.com/show_interview.php?id=143140;R;480;873;8793;Woods, Tiger;THE NORTHERN TRUST;Ridgewood CC;NA;0;8;8;68;49;0;3;46;1;23;29;31;1;13;48;-18;3;NA;NA;0;0;0;0;9170100;698;26;20
2018;27;4;67;11;56;115;29;86;40;20;20;13;0;13;9;0;9;7;0;7;54;11;43;106;29;77;33;20;13;0.19447844;0.304230891;-0.109752451;http://www.asapsports.com/show_interview.php?id=143167;R;480;873;8793;Woods, Tiger;THE NORTHERN TRUST;Ridgewood CC;NA;0;13;13;70;40;1;2;66;7;33;8;26;15;14;39;-9;1;NA;NA;0;0;0;0;9170100;698;26;14
2018;28;1;45;16;29;44;10;34;29;25;4;0;2;-2;2;1;1;3;4;-1;45;14;31;42;9;33;26;21;5;0.068864288;-0.096117614;0.164981902;http://www.asapsports.com/show_interview.php?id=143395;R;500;773;8793;Woods, Tiger;BMW Championship;Aronimink GC;NA;2;0;-2;62;1;1;7;4;5;18;28;3;39;0;0;NA;NA;0;NA;0;0;0;0;8963820;661;26;15
2018;28;2;39;14;25;64;19;45;36;12;24;10;1;9;13;0;13;8;2;6;29;13;16;51;19;32;28;10;18;0.182555341;0.198416682;-0.015861341;http://www.asapsports.com/show_interview.php?id=143401;R;500;773;8793;Woods, Tiger;BMW Championship;Aronimink GC;NA;1;10;9;70;12;3;3;42;53;27;17;43;34;5;11;11;5;NA;NA;0;0;0;0;8963820;661;26;14
2018;28;3;22;7;15;29;14;15;14;16;-2;5;0;5;6;1;5;2;3;-1;17;7;10;23;13;10;12;13;-1;-0.013008876;0.062387926;-0.075396801;http://www.asapsports.com/show_interview.php?id=143429;R;500;773;8793;Woods, Tiger;BMW Championship;Aronimink GC;NA;0;5;5;66;11;0;4;32;1;29;34;9;1;5;10;-1;0;NA;NA;0;0;0;0;8963820;661;26;7
2018;28;4;53;12;41;99;19;80;35;12;23;11;3;8;21;6;15;3;3;0;42;9;33;78;13;65;32;9;23;0.109144919;-0.013193621;0.12233854;http://www.asapsports.com/show_interview.php?id=143653;R;500;773;8793;Woods, Tiger;BMW Championship;Aronimink GC;NA;3;11;8;65;6;2;7;2;24;11;1;30;40;3;5;-5;-2;NA;NA;0;0;0;0;8963820;661;26;13
2018;33;0;138;38;100;256;60;196;145;47;98;25;1;24;43;7;36;18;2;16;113;37;76;213;53;160;127;45;82;0.17813962;0.243488938;-0.065349319;http://www.asapsports.com/show_interview.php?id=142684;R;350;534;8793;Woods, Tiger;PGA Championship;Bellerive CC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;31
