Tour,Tournament_Year,Tournament_Order,Permanent_Tournament_Number,Course_Number,Player_Number,Player_Name,Round_Number,Event_Name,Course_Name,Interview_Text,Number_Of_Answers,Link,Response_Negative,Response_Positive,Response_Sentiment,Round_Score,End_of_Round_Pos_numeric_,Total_Holes_Over_Par,Birdies,Birdies_Rank,Bogey_Avoidance_Rank,Driving_Distance_Rank,Driving_Accuracy_Rank,GIR_Rank,Scrambling_Rank,Distance_to_leader_strokes,Distance_to_leader_ranks,Ranks_gained,Strokes_gained_v_a_v_Leader,Distance_to_runner_up_strokes_,Strokes_gained_v_a_v_Runner_up,Minor_Injury,Major_injury_surgery,Personal_issues,Major,Prize_Money,SoF,OWGR,fullart_bing_positive,fullart_bing_negative,fullart_bing_sentiment,fullart_afinn_positive,fullart_afinn_negative,fullart_afinn_sentiment,fullart_nrc_positive,fullart_nrc_negative,fullart_nrc_sentiment,resp_bing_positive,resp_bing_negative,resp_bing_sentiment,resp_afinn_positive,resp_afinn_negative,resp_afinn_sentiment,resp_nrc_positive,resp_nrc_negative,resp_nrc_sentiment,quest_bing_positive,quest_bing_negative,quest_bing_sentiment,quest_afinn_positive,quest_afinn_negative,quest_afinn_sentiment,quest_nrc_positive,quest_nrc_negative,quest_nrc_sentiment,sentimentr_fullart,sentimentr_resp,sentimentr_quest
R,2012,240,23,23,8793,"Woods, Tiger",1,the Memorial Tournament presented by Nationwide Insurance,Muirfield Village GC,NA,21,http://www.asapsports.com/show_interview.php?id=80103,22,45,23,70,11,1,4,23,2,10,60,20,7,4,10,NA,NA,NA,NA,0,0,0,0,6212275.999999998,544,9,73,33,40,104,44,60,51,35,16,45,22,23,62,28,34,25,18,7,28,11,17,42,16,26,26,17,9,0.14362869619917007,0.6007569194760846,-0.4571282232769145
R,2012,240,23,23,8793,"Woods, Tiger",2,the Memorial Tournament presented by Nationwide Insurance,Muirfield Village GC,NA,11,http://www.asapsports.com/show_interview.php?id=80176,6,20,14,69,2,1,5,4,2,26,21,4,6,1,1,-9,-3,NA,NA,0,0,0,0,6212275.999999998,544,9,61,14,47,114,23,91,42,27,15,20,6,14,29,8,21,10,14,-4,41,8,33,85,15,70,32,13,19,0.24142854585712345,0.3915743392084712,-0.15014579335134773
R,2012,240,23,23,8793,"Woods, Tiger",3,the Memorial Tournament presented by Nationwide Insurance,Muirfield Village GC,NA,12,http://www.asapsports.com/show_interview.php?id=80200,14,38,24,73,4,4,3,16,20,56,32,7,57,4,3,2,3,NA,NA,0,0,0,0,6212275.999999998,544,9,50,16,34,73,28,45,44,26,18,38,14,24,55,19,36,35,20,15,12,2,10,18,9,9,9,6,3,0.035314247811081376,0.6863752514372984,-0.651061003626217
R,2012,240,23,23,8793,"Woods, Tiger",4,the Memorial Tournament presented by Nationwide Insurance,Muirfield Village GC,NA,34,http://www.asapsports.com/show_interview.php?id=80258,18,45,27,67,1,2,7,1,6,9,2,5,27,0,0,-3,-4,2,NA,0,0,0,0,6212275.999999998,544,9,158,60,98,265,82,183,100,85,15,45,18,27,76,20,56,28,21,7,113,42,71,189,62,127,72,64,8,0.1372559511983808,0.4948071183763869,-0.3575511671780061
R,2012,260,26,651,8793,"Woods, Tiger",1,U.S. Open,The Olympic Club,NA,14,http://www.asapsports.com/show_interview.php?id=80523,8,19,11,69,2,2,3,8,2,59,2,16,8,3,1,NA,NA,NA,NA,0,0,0,1,7842000,756,4,66,23,43,86,32,54,43,33,10,19,8,11,18,12,6,10,12,-2,47,15,32,68,20,48,33,21,12,0.1760861786420189,0.23226498316720148,-0.05617880452518259
R,2012,260,26,651,8793,"Woods, Tiger",2,U.S. Open,The Olympic Club,NA,17,http://www.asapsports.com/show_interview.php?id=80575,14,32,18,70,1,3,3,16,10,105,1,1,44,0,0,-1,-3,0,NA,0,0,0,1,7842000,756,4,118,29,89,183,42,141,93,40,53,32,14,18,38,15,23,27,11,16,86,15,71,145,27,118,66,29,37,0.22361298020579712,0.7798315874021422,-0.5562186071963451
R,2012,260,26,651,8793,"Woods, Tiger",3,U.S. Open,The Olympic Club,NA,17,http://www.asapsports.com/show_interview.php?id=80623,12,25,13,75,14,6,1,57,52,51,28,17,59,5,13,13,5,NA,NA,0,0,0,1,7842000,756,4,49,21,28,69,39,30,26,28,-2,25,12,13,35,16,19,14,19,-5,24,9,15,34,23,11,12,9,3,0.0655555066304997,0.24888788891788208,-0.18333238228738238
R,2012,260,26,651,8793,"Woods, Tiger",4,U.S. Open,The Olympic Club,NA,3,http://www.asapsports.com/show_interview.php?id=80639,5,6,1,73,21,5,3,17,28,17,41,35,38,6,20,7,1,NA,NA,0,0,0,1,7842000,756,4,6,5,1,11,8,3,3,2,1,6,5,1,9,8,1,0,2,-2,0,0,0,2,0,2,3,0,3,0.0705801050094234,-0.02979397857655619,0.10037408358597959
R,2012,380,27,689,8793,"Woods, Tiger",1,The Barclays,Bethpage State Park (Black),NA,10,http://www.asapsports.com/show_interview.php?id=82589,2,19,17,68,14,1,4,24,6,12,50,20,16,4,13,NA,NA,NA,NA,0,0,0,0,8077599.999999997,673,3,37,6,31,49,6,43,19,8,11,19,2,17,26,1,25,3,0,3,18,4,14,23,5,18,16,8,8,0.11889769421844514,0.6021763462105465,-0.48327865199210135
R,2012,380,27,689,8793,"Woods, Tiger",2,The Barclays,Bethpage State Park (Black),NA,18,http://www.asapsports.com/show_interview.php?id=82648,11,22,11,69,7,2,4,23,11,30,43,21,42,3,6,-7,-1,NA,NA,0,0,0,0,8077599.999999997,673,3,31,13,18,59,18,41,16,17,-1,22,11,11,44,15,29,10,15,-5,9,2,7,15,3,12,6,2,4,0.17185912085994606,0.9339981406417371,-0.7621390197817911
R,2012,380,27,689,8793,"Woods, Tiger",3,The Barclays,Bethpage State Park (Black),NA,11,http://www.asapsports.com/show_interview.php?id=82666,7,19,12,72,10,5,4,14,43,26,9,19,8,6,9,3,3,NA,NA,0,0,0,0,8077599.999999997,673,3,31,14,17,48,6,42,18,16,2,19,7,12,34,8,26,9,9,0,12,7,5,14,-2,16,9,7,2,0.08969659959649497,0.17965956339958705,-0.08996296380309209
R,2012,380,27,689,8793,"Woods, Tiger",4,The Barclays,Bethpage State Park (Black),NA,NA,NA,NA,NA,NA,76,38,7,3,26,73,70,69,75,53,11,37,28,5,NA,NA,0,0,0,0,8077599.999999997,673,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,2012,400,28,527,8793,"Woods, Tiger",1,BMW Championship,Crooked Stick GC,NA,16,http://www.asapsports.com/show_interview.php?id=82897,12,49,37,65,5,2,9,2,28,70,64,14,47,1,4,NA,NA,NA,NA,0,0,0,0,8000000,602,3,82,17,65,171,22,149,48,27,21,49,12,37,88,17,71,29,13,16,33,5,28,83,5,78,19,14,5,0.24299856447594537,1.005260379954178,-0.7622618154782326
R,2012,400,28,527,8793,"Woods, Tiger",2,BMW Championship,Crooked Stick GC,NA,21,http://www.asapsports.com/show_interview.php?id=82913,9,35,26,67,2,0,5,20,1,32,32,20,1,1,1,-3,0,NA,NA,0,0,0,0,8000000,602,3,51,9,42,94,13,81,40,23,17,35,9,26,56,12,44,31,16,15,16,0,16,38,1,37,9,7,2,0.1111150251144397,0.3848840469722458,-0.2737690218578061
R,2012,400,28,527,8793,"Woods, Tiger",3,BMW Championship,Crooked Stick GC,NA,5,http://www.asapsports.com/show_interview.php?id=82923,6,14,8,71,8,4,5,13,53,10,64,62,28,3,7,6,2,NA,NA,0,0,0,0,8000000,602,3,14,6,8,28,7,21,10,8,2,14,6,8,29,8,21,9,8,1,0,0,0,-1,-1,0,1,0,1,0.11035912159457295,0.390006747579955,-0.27964762598538206
R,2012,400,28,527,8793,"Woods, Tiger",4,BMW Championship,Crooked Stick GC,NA,9,http://www.asapsports.com/show_interview.php?id=82953,8,35,27,68,4,1,5,10,2,14,54,1,1,3,3,-4,0,NA,NA,0,0,0,0,8000000,602,3,34,10,24,56,14,42,20,13,7,35,8,27,60,15,45,15,16,-1,-1,2,-3,-4,-1,-3,5,-3,8,0.1135630576521874,0.703264722367811,-0.5897016647156236
R,2012,360,33,697,8793,"Woods, Tiger",1,PGA Championship,Kiawah Island Resort (Ocean),NA,13,http://www.asapsports.com/show_interview.php?id=82145,5,16,11,69,14,3,6,3,35,51,70,94,42,3,13,NA,NA,NA,NA,0,0,0,1,7695199.999999999,848,2,31,19,12,50,28,22,32,38,-6,16,5,11,30,9,21,9,11,-2,15,14,1,20,19,1,23,27,-4,4.3102264584955416e-4,0.26032015310686785,-0.2598891304610183
R,2012,360,33,697,8793,"Woods, Tiger",2,PGA Championship,Kiawah Island Resort (Ocean),NA,7,http://www.asapsports.com/show_interview.php?id=82246,5,11,6,71,1,2,3,15,1,11,35,36,1,0,0,-13,-3,0,NA,0,0,0,1,7695199.999999999,848,2,23,7,16,38,3,35,15,10,5,11,5,6,24,3,21,10,4,6,12,2,10,14,0,14,5,6,-1,0.19595670614577473,0.3220668738721685,-0.12611016772639375
R,2012,360,33,697,8793,"Woods, Tiger",3,PGA Championship,Kiawah Island Resort (Ocean),NA,NA,NA,NA,NA,NA,74,6,5,3,33,53,4,57,44,59,5,5,5,5,NA,NA,0,0,0,1,7695199.999999999,848,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,2012,360,33,697,8793,"Woods, Tiger",4,PGA Championship,Kiawah Island Resort (Ocean),NA,7,http://www.asapsports.com/show_interview.php?id=82284,10,9,-1,72,11,2,2,58,15,12,25,39,18,11,10,5,6,NA,NA,0,0,0,1,7695199.999999999,848,2,12,12,0,29,18,11,5,7,-2,9,10,-1,18,16,2,5,4,1,3,2,1,11,2,9,0,3,-3,0.06996689137552373,0.13910427743243559,-0.06913738605691186
R,2012,410,60,688,8793,"Woods, Tiger",1,TOUR Championship by Coca-Cola,East Lake GC,NA,13,http://www.asapsports.com/show_interview.php?id=83256,3,28,25,66,1,2,6,1,7,27,6,8,12,0,0,NA,NA,0,NA,0,0,0,0,8000000,469,2,65,18,47,97,25,72,29,19,10,28,3,25,46,2,44,16,9,7,37,15,22,51,23,28,13,10,3,0.2819193388789797,0.6371444211361783,-0.3552250822571986
R,2012,410,60,688,8793,"Woods, Tiger",2,TOUR Championship by Coca-Cola,East Lake GC,NA,9,http://www.asapsports.com/show_interview.php?id=83264,9,21,12,73,12,6,4,8,29,9,5,20,28,6,11,11,6,NA,NA,0,0,0,0,8000000,469,2,24,13,11,42,20,22,16,12,4,21,9,12,35,16,19,9,12,-3,3,4,-1,7,4,3,7,0,7,0.0877709518899075,0.5402848553153952,-0.4525139034254877
R,2012,410,60,688,8793,"Woods, Tiger",3,TOUR Championship by Coca-Cola,East Lake GC,NA,22,http://www.asapsports.com/show_interview.php?id=83266,10,39,29,67,7,1,4,4,3,18,16,9,4,4,6,-5,-2,NA,NA,0,0,0,0,8000000,469,2,62,12,50,157,22,135,55,34,21,39,10,29,97,18,79,27,22,5,23,2,21,60,4,56,28,12,16,0.16825344015236504,0.692084990321308,-0.523831550168943
R,2012,410,60,688,8793,"Woods, Tiger",4,TOUR Championship by Coca-Cola,East Lake GC,NA,11,http://www.asapsports.com/show_interview.php?id=83284,9,20,11,72,8,5,4,8,17,6,25,24,14,8,7,1,4,NA,NA,0,0,0,0,8000000,469,2,30,13,17,63,15,48,25,15,10,20,9,11,39,8,31,16,11,5,10,4,6,24,7,17,9,4,5,0.09976240356527767,0.4694693599600422,-0.36970695639476453
R,2012,320,100,539,8793,"Woods, Tiger",1,The Open Championship,Royal Lytham St. Anne,NA,19,http://www.asapsports.com/show_interview.php?id=81717,2,18,16,67,6,1,4,21,4,56,1,4,26,3,5,NA,NA,NA,NA,0,0,0,1,7534095.860000003,759,4,33,9,24,54,4,50,21,25,-4,18,2,16,31,-0,31,16,6,10,15,7,8,23,4,19,5,19,-14,0.060440203817123984,0.5402603940023333,-0.47982019018520927
R,2012,320,100,539,8793,"Woods, Tiger",2,The Open Championship,Royal Lytham St. Anne,NA,15,http://www.asapsports.com/show_interview.php?id=81766,10,27,17,67,3,1,4,16,3,151,3,7,13,4,2,-3,1,NA,NA,0,0,0,1,7534095.860000003,759,4,39,13,26,63,19,44,27,29,-2,27,10,17,52,12,40,26,18,8,12,3,9,11,7,4,1,11,-10,0.07600781960237808,0.5820620375159691,-0.506054217913591
R,2012,320,100,539,8793,"Woods, Tiger",3,The Open Championship,Royal Lytham St. Anne,NA,13,http://www.asapsports.com/show_interview.php?id=81796,5,23,18,70,4,3,3,22,18,12,6,47,19,5,3,1,1,NA,NA,0,0,0,1,7534095.860000003,759,4,36,9,27,55,16,39,19,18,1,23,5,18,28,11,17,14,8,6,13,4,9,27,5,22,5,10,-5,0.1445808760042553,0.48583170988638225,-0.34125083388212696
R,2012,320,100,539,8793,"Woods, Tiger",4,The Open Championship,Royal Lytham St. Anne,NA,10,http://www.asapsports.com/show_interview.php?id=81825,4,21,17,73,3,5,4,7,45,82,16,71,34,4,2,-1,-1,NA,NA,0,0,0,1,7534095.860000003,759,4,28,13,15,53,16,37,22,20,2,21,4,17,40,5,35,16,6,10,7,9,-2,13,11,2,6,14,-8,0.04000162446333222,0.44422943665131337,-0.40422781218798115
R,2012,280,471,24,8793,"Woods, Tiger",1,AT&T National,Congressional CC (Blue),NA,16,http://www.asapsports.com/show_interview.php?id=81010,14,24,10,72,30,3,2,61,18,62,67,29,37,5,29,NA,NA,NA,NA,0,0,0,0,6611150.000000002,259,4,35,16,19,63,29,34,26,28,-2,24,14,10,41,22,19,24,19,5,11,2,9,22,7,15,2,9,-7,0.03733446565409995,0.14551512262647062,-0.10818065697237067
R,2012,280,471,24,8793,"Woods, Tiger",2,AT&T National,Congressional CC (Blue),NA,25,http://www.asapsports.com/show_interview.php?id=81081,24,54,30,68,11,1,2,66,3,22,68,42,4,5,10,-19,0,NA,NA,0,0,0,0,6611150.000000002,259,4,66,42,24,109,27,82,41,47,-6,54,24,30,89,24,65,33,28,5,12,18,-6,20,3,17,8,19,-11,0.03495401756507919,0.6314009099796177,-0.5964468924145385
R,2012,280,471,24,8793,"Woods, Tiger",3,AT&T National,Congressional CC (Blue),NA,14,http://www.asapsports.com/show_interview.php?id=81174,9,44,35,67,2,0,4,9,1,43,31,40,1,1,1,-9,-4,NA,NA,0,0,0,0,6611150.000000002,259,4,64,15,49,101,28,73,27,23,4,44,9,35,55,12,43,16,15,1,20,6,14,46,16,30,11,8,3,0.1625016758757127,0.7814992946428716,-0.6189976187671589
R,2012,280,471,24,8793,"Woods, Tiger",4,AT&T National,Congressional CC (Blue),NA,25,http://www.asapsports.com/show_interview.php?id=81212,7,41,34,69,1,1,3,18,2,56,30,1,8,0,0,-1,-1,2,NA,0,0,0,0,6611150.000000002,259,4,136,34,102,265,40,225,84,63,21,41,7,34,88,13,75,29,12,17,95,27,68,177,27,150,55,51,4,0.11716923657116107,0.9381682355096168,-0.8209989989384557
R,2012,120,473,8,8793,"Woods, Tiger",1,World Golf Championships-Cadillac Championship,TPC Blue Monster at Doral,NA,8,http://www.asapsports.com/show_interview.php?id=78083,4,11,7,72,25,4,2,48,35,8,29,17,17,6,24,NA,NA,NA,NA,1,0,0,0,8425750,741,16,21,14,7,37,18,19,23,20,3,11,4,7,23,4,19,11,12,-1,10,10,0,14,14,0,12,8,4,0.052693443513248645,0.044271100207571634,0.00842234330567701
R,2012,120,473,8,8793,"Woods, Tiger",2,World Golf Championships-Cadillac Championship,TPC Blue Monster at Doral,NA,8,http://www.asapsports.com/show_interview.php?id=78132,3,9,6,67,15,0,5,15,1,13,15,5,1,7,14,-10,1,NA,NA,1,0,0,0,8425750,741,16,14,6,8,11,3,8,19,11,8,9,3,6,4,3,1,12,6,6,5,3,2,7,0,7,7,5,2,0.08181979401992215,0.3545125299030596,-0.27269273588313747
R,2012,120,473,8,8793,"Woods, Tiger",3,World Golf Championships-Cadillac Championship,TPC Blue Monster at Doral,NA,6,http://www.asapsports.com/show_interview.php?id=78194,0,6,6,68,8,3,7,6,37,33,5,59,37,8,7,-7,1,NA,NA,1,0,0,0,8425750,741,16,16,9,7,34,10,24,17,18,-1,6,0,6,15,-0,15,4,3,1,10,9,1,19,10,9,13,15,-2,-0.026748973411262318,0.3559026084010437,-0.382651581812306
R,2012,350,476,36,8793,"Woods, Tiger",1,World Golf Championships-Bridgestone Invitational,Firestone CC (South),NA,7,http://www.asapsports.com/show_interview.php?id=82030,4,17,13,70,31,3,3,31,28,38,7,5,47,7,30,NA,NA,NA,NA,0,0,0,0,8379250,717,2,19,7,12,33,15,18,13,14,-1,17,4,13,31,6,25,9,5,4,2,3,-1,2,9,-7,4,9,-5,0.09782681808178129,0.49322002520781055,-0.39539320712602927
R,2012,350,476,36,8793,"Woods, Tiger",2,World Golf Championships-Bridgestone Invitational,Firestone CC (South),NA,6,http://www.asapsports.com/show_interview.php?id=82043,3,18,15,72,44,4,2,40,39,7,25,44,29,13,43,13,6,NA,NA,0,0,0,0,8379250,717,2,24,7,17,28,12,16,15,8,7,18,3,15,19,2,17,12,6,6,6,4,2,9,10,-1,3,2,1,0.0755674599575679,0.519064468869639,-0.44349700891207106
R,2012,350,476,36,8793,"Woods, Tiger",3,World Golf Championships-Bridgestone Invitational,Firestone CC (South),NA,5,http://www.asapsports.com/show_interview.php?id=82061,2,22,20,68,24,1,3,28,1,25,41,1,1,11,23,-20,-2,NA,NA,0,0,0,0,8379250,717,2,23,4,19,30,7,23,10,5,5,22,2,20,28,7,21,10,5,5,1,2,-1,2,0,2,0,0,0,0.14310200892521038,0.5853625,-0.4422604910747896
R,2012,350,476,36,8793,"Woods, Tiger",4,World Golf Championships-Bridgestone Invitational,Firestone CC (South),NA,4,http://www.asapsports.com/show_interview.php?id=82083,1,11,10,66,8,0,4,15,1,5,5,2,1,9,7,-16,-2,NA,NA,0,0,0,0,8379250,717,2,17,3,14,33,7,26,15,7,8,11,1,10,22,2,20,10,5,5,6,2,4,11,5,6,5,2,3,0.2134363960775621,0.4228480874386274,-0.2094116913610653
R,2012,200,480,698,8793,"Woods, Tiger",1,Wells Fargo Championship,Quail Hollow Club,NA,17,http://www.asapsports.com/show_interview.php?id=79430,17,29,12,71,56,3,4,50,63,82,29,88,71,6,55,NA,NA,NA,NA,0,0,0,0,6550700,409,7,50,27,23,77,35,42,35,22,13,29,17,12,38,20,18,19,15,4,21,10,11,39,15,24,16,7,9,0.14105182667991345,0.34168773124275065,-0.2006359045628372
R,2012,200,480,698,8793,"Woods, Tiger",2,Wells Fargo Championship,Quail Hollow Club,NA,13,http://www.asapsports.com/show_interview.php?id=79438,14,27,13,73,75,3,2,102,58,6,79,17,92,12,74,19,6,NA,NA,0,0,0,0,6550700,409,7,34,19,15,50,30,20,24,24,0,27,14,13,37,23,14,22,15,7,7,5,2,13,7,6,2,9,-7,-0.0016180357685208794,0.3278233620754338,-0.32944139784395465
R,2012,290,490,771,8793,"Woods, Tiger",1,The Greenbrier Classic,The Old White TPC,NA,NA,NA,NA,NA,NA,71,88,4,4,24,111,137,45,53,141,8,87,NA,NA,NA,NA,0,0,0,0,6159170.000000001,249,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,2012,290,490,771,8793,"Woods, Tiger",2,The Greenbrier Classic,The Old White TPC,NA,NA,NA,NA,NA,NA,69,78,3,4,30,71,49,19,63,59,9,77,-10,1,NA,NA,0,0,0,0,6159170.000000001,249,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,2012,390,505,700,8793,"Woods, Tiger",1,Deutsche Bank Championship,TPC Boston,NA,22,http://www.asapsports.com/show_interview.php?id=82779,9,40,31,64,3,1,8,2,8,16,23,1,65,2,2,NA,NA,NA,NA,0,0,0,0,8122240.000000003,657,3,86,33,53,129,36,93,65,60,5,40,9,31,47,20,27,27,19,8,46,24,22,82,16,66,38,41,-3,0.12508927870084358,0.6237043253563325,-0.4986150466554889
R,2012,390,505,700,8793,"Woods, Tiger",2,Deutsche Bank Championship,TPC Boston,NA,13,http://www.asapsports.com/show_interview.php?id=82798,18,38,20,68,3,2,5,10,10,6,19,9,12,2,2,0,0,NA,NA,0,0,0,0,8122240.000000003,657,3,41,26,15,60,34,26,28,27,1,38,18,20,51,26,25,25,16,9,3,8,-5,9,8,1,3,11,-8,0.12247563206042411,0.5747162973414853,-0.4522406652810612
R,2012,390,505,700,8793,"Woods, Tiger",3,Deutsche Bank Championship,TPC Boston,NA,7,http://www.asapsports.com/show_interview.php?id=82820,0,11,11,68,3,1,4,26,4,4,40,18,7,6,2,0,4,NA,NA,0,0,0,0,8122240.000000003,657,3,16,3,13,35,6,29,13,7,6,11,0,11,24,1,23,6,3,3,5,3,2,11,5,6,7,4,3,0.17400709219706004,0.6114278497451808,-0.4374207575481208
R,2012,390,505,700,8793,"Woods, Tiger",4,Deutsche Bank Championship,TPC Boston,NA,12,http://www.asapsports.com/show_interview.php?id=82853,5,32,27,66,3,0,5,11,1,2,5,5,1,2,2,0,-4,NA,NA,0,0,0,0,8122240.000000003,657,3,37,7,30,78,7,71,28,14,14,32,5,27,61,7,54,18,10,8,5,2,3,17,0,17,10,4,6,0.24540407466980096,0.781825710953338,-0.536421636283537
R,2013,40,4,4,8793,"Woods, Tiger",1,Farmers Insurance Open,Torrey Pines GC (South),NA,7,http://www.asapsports.com/show_interview.php?id=86031,3,10,7,68,20,3,6,11,73,10,47,57,114,3,19,NA,NA,NA,NA,0,0,0,0,6278607.999999996,286,2,27,10,17,62,7,55,17,8,9,10,3,7,17,2,15,3,2,1,17,7,10,45,5,40,14,6,8,0.1551308600176966,0.449717546421788,-0.2945866864040914
R,2013,40,4,104,8793,"Woods, Tiger",2,Farmers Insurance Open,Torrey Pines (North),NA,16,http://www.asapsports.com/show_interview.php?id=86043,6,42,36,65,1,1,6,2,10,1,2,47,26,0,0,-19,-3,2,NA,0,0,0,0,6278607.999999996,286,2,79,13,66,135,19,116,62,20,42,42,6,36,78,3,75,30,9,21,37,7,30,57,16,41,32,11,21,0.21382708916353682,1.0700485999071858,-0.856221510743649
R,2013,40,4,4,8793,"Woods, Tiger",3,Farmers Insurance Open,Torrey Pines GC (South),NA,17,http://www.asapsports.com/show_interview.php?id=86073,8,32,24,69,1,2,5,3,9,3,32,4,68,0,0,0,0,4,2,0,0,0,0,6278607.999999996,286,2,58,9,49,111,17,94,39,27,12,32,8,24,56,11,45,27,19,8,26,1,25,55,6,49,12,8,4,0.12864430792773318,0.7348330686694757,-0.6061887607417425
R,2013,40,4,4,8793,"Woods, Tiger",4,Farmers Insurance Open,Torrey Pines GC (South),NA,35,http://www.asapsports.com/show_interview.php?id=86122,16,58,42,72,1,3,4,20,22,17,71,72,21,0,0,0,0,4,0,0,0,0,0,6278607.999999996,286,2,139,40,99,320,70,250,102,52,50,58,16,42,125,22,103,36,14,22,81,24,57,195,48,147,66,38,28,0.11039806871152553,0.7411290601206204,-0.6307309914090948
R,2013,130,9,9,8793,"Woods, Tiger",1,Arnold Palmer Invitational presented by MasterCard,Bay Hill Club & Lodge,NA,20,http://www.asapsports.com/show_interview.php?id=87753,7,50,43,69,5,3,4,13,36,50,89,38,70,4,4,NA,NA,NA,NA,0,0,0,0,6271795.999999999,513,2,66,19,47,105,19,86,44,25,19,50,7,43,80,11,69,34,19,15,16,12,4,25,8,17,10,6,4,0.0871415656830615,0.9870957514981504,-0.8999541858150889
R,2013,130,9,9,8793,"Woods, Tiger",2,Arnold Palmer Invitational presented by MasterCard,Bay Hill Club & Lodge,NA,10,http://www.asapsports.com/show_interview.php?id=87838,11,26,15,70,7,3,3,56,41,34,93,41,75,4,6,2,0,NA,NA,0,0,0,0,6271795.999999999,513,2,31,19,12,50,28,22,19,13,6,26,11,15,37,15,22,14,9,5,5,8,-3,13,13,0,5,4,1,-0.11610620411910023,0.37086569037067535,-0.48697189448977557
R,2013,130,9,9,8793,"Woods, Tiger",3,Arnold Palmer Invitational presented by MasterCard,Bay Hill Club & Lodge,NA,23,http://www.asapsports.com/show_interview.php?id=87896,7,51,44,66,1,1,5,6,4,76,65,50,14,0,0,-6,-4,2,NA,0,0,0,0,6271795.999999999,513,2,111,24,87,254,33,221,81,51,30,51,7,44,119,9,110,35,17,18,60,17,43,135,24,111,46,34,12,0.16121605051783858,0.913341126844737,-0.7521250763268984
R,2013,130,9,9,8793,"Woods, Tiger",4,Arnold Palmer Invitational presented by MasterCard,Bay Hill Club & Lodge,NA,38,http://www.asapsports.com/show_interview.php?id=87985,15,75,60,70,1,3,5,4,13,50,49,18,37,0,0,0,0,2,0,0,0,0,0,6271795.999999999,513,2,146,39,107,273,60,213,117,47,70,75,15,60,131,26,105,56,16,40,71,24,47,142,34,108,61,31,30,0.18548334051061988,1.3845915462691516,-1.1991082057585318
R,2013,90,10,734,8793,"Woods, Tiger",1,The Honda Classic,PGA National (Champion),NA,11,http://www.asapsports.com/show_interview.php?id=86837,7,20,13,70,61,2,2,89,21,16,56,10,71,6,60,NA,NA,NA,NA,0,0,0,0,6058200,399,2,32,15,17,52,13,39,33,21,12,20,7,13,29,2,27,16,13,3,12,8,4,23,11,12,17,8,9,0.05993795789731597,0.26289142169879454,-0.20295346380147855
R,2013,90,10,734,8793,"Woods, Tiger",2,The Honda Classic,PGA National (Champion),NA,15,http://www.asapsports.com/show_interview.php?id=86864,7,24,17,70,65,3,4,29,60,12,124,51,79,9,64,4,3,NA,NA,0,0,0,0,6058200,399,2,49,27,22,74,27,47,31,42,-11,24,7,17,26,10,16,16,16,0,25,20,5,48,17,31,15,26,-11,0.10658908230131336,0.8072379681697969,-0.7006488858684835
R,2013,90,10,734,8793,"Woods, Tiger",3,The Honda Classic,PGA National (Champion),NA,8,http://www.asapsports.com/show_interview.php?id=86880,6,3,-3,70,32,2,3,20,3,18,16,30,10,8,31,-33,-1,NA,NA,0,0,0,0,6058200,399,2,28,12,16,50,26,24,21,17,4,3,6,-3,11,15,-4,4,10,-6,25,6,19,39,11,28,17,7,10,0.09580179109526006,-0.13788582233137675,0.2336876134266368
R,2013,90,10,734,8793,"Woods, Tiger",4,The Honda Classic,PGA National (Champion),NA,9,http://www.asapsports.com/show_interview.php?id=86900,10,13,3,74,37,6,2,25,48,15,40,2,74,13,36,5,5,NA,NA,0,0,0,0,6058200,399,2,25,15,10,41,30,11,23,21,2,13,10,3,19,21,-2,14,12,2,12,5,7,22,9,13,9,9,0,0.032284441465328405,-0.09798637100971995,0.13027081247504835
R,2013,200,11,11,8793,"Woods, Tiger",1,THE PLAYERS Championship,TPC Sawgrass,NA,10,http://www.asapsports.com/show_interview.php?id=88896,7,29,22,67,4,1,6,8,6,72,43,56,14,4,3,NA,NA,NA,NA,1,0,0,0,9627679.999999994,749,1,45,8,37,81,17,64,23,15,8,29,7,22,54,12,42,16,10,6,16,1,15,27,5,22,7,5,2,0.24757999449853496,0.6806240280200576,-0.43304403352152265
R,2013,200,11,11,8793,"Woods, Tiger",2,THE PLAYERS Championship,TPC Sawgrass,NA,25,http://www.asapsports.com/show_interview.php?id=88913,5,64,59,67,2,2,5,17,19,94,49,6,107,1,1,-2,-3,NA,NA,1,0,0,0,9627679.999999994,749,1,122,20,102,210,29,181,61,25,36,64,5,59,107,8,99,32,13,19,58,15,43,103,21,82,29,12,17,0.21086338078748865,1.0260207532875387,-0.81515737250005
